symbol,settlement,bid_size,bid,ask,ask_size,last,close,change,open,high,low,previous_close,turnover,volume,operations,datetime,group,expiration,tipo
IRCHZ,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,CORP,2025-07-25,OBLIGACIONES NEGOCIABLES
IRCIC,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,CORP,2025-12-07,OBLIGACIONES NEGOCIABLES
IRCID,2,509,101.1,101.75,1243,101.1,0.0,-0.0014000000000000002,101.1,102.5,100.15,101.25,40284.61,39812,37,2025-05-14 16:20:00,CORP,2025-12-07,OBLIGACIONES NEGOCIABLES
IRCIO,2,1000,114100.0,115450.0,1546,115500.0,0.0,-0.0042,111190.0,115500.0,111190.0,115990.0,39236886.0,34365,15,2025-05-14 16:18:00,CORP,2025-12-07,OBLIGACIONES NEGOCIABLES
IRCIX,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,CORP,2025-12-07,OBLIGACIONES NEGOCIABLES
IRCIY,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,CORP,2025-12-07,OBLIGACIONES NEGOCIABLES
IRCIZ,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,CORP,2025-12-07,OBLIGACIONES NEGOCIABLES
IRCJC,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,CORP,2027-02-28,OBLIGACIONES NEGOCIABLES
IRCJD,2,1,100.3,101.0,19834,101.0,0.0,0.0009,100.0,101.5,100.0,100.9,26642.37,26370,22,2025-05-14 15:53:00,CORP,2027-02-28,OBLIGACIONES NEGOCIABLES
IRCJO,2,3500,113600.0,115300.0,500,113500.0,0.0,0.0,113500.0,115500.0,113500.0,113510.0,963442.0,842,16,2025-05-14 16:06:00,CORP,2027-02-28,OBLIGACIONES NEGOCIABLES
IRCJX,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,CORP,2027-02-28,OBLIGACIONES NEGOCIABLES
IRCJY,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,CORP,2027-02-28,OBLIGACIONES NEGOCIABLES
IRCJZ,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,CORP,2027-02-28,OBLIGACIONES NEGOCIABLES
IRCLC,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,CORP,2026-06-10,OBLIGACIONES NEGOCIABLES
IRCLD,2,5000,101.5,102.0,1000,101.5,0.0,-0.0097,101.5,102.1,101.5,102.5,14439.64,14194,12,2025-05-14 15:25:00,CORP,2026-06-10,OBLIGACIONES NEGOCIABLES
IRCLO,2,300,115000.0,117950.0,2106,117950.0,0.0,-0.0169,118490.0,118490.0,114500.0,119980.0,19645743.1,16967,24,2025-05-14 16:06:00,CORP,2026-06-10,OBLIGACIONES NEGOCIABLES
IRCLX,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,CORP,2026-06-10,OBLIGACIONES NEGOCIABLES
IRCLY,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,CORP,2026-06-10,OBLIGACIONES NEGOCIABLES
IRCLZ,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,CORP,2026-06-10,OBLIGACIONES NEGOCIABLES
IRCMC,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,CORP,2025-06-10,OBLIGACIONES NEGOCIABLES
IRCMD,2,1000,0.062,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0729,0.0,0,0,,CORP,2025-06-10,OBLIGACIONES NEGOCIABLES
IRCMO,2,200000,105.05,106.0,19981,106.0,0.0,-0.0046,106.5,108.4,104.55,106.5,1864210.25,1768455,30,2025-05-14 16:36:00,CORP,2025-06-10,OBLIGACIONES NEGOCIABLES
IRCMX,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,106.57,0.0,0,0,,CORP,2025-06-10,OBLIGACIONES NEGOCIABLES
IRCMY,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,CORP,2025-06-10,OBLIGACIONES NEGOCIABLES
IRCMZ,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,CORP,2025-06-10,OBLIGACIONES NEGOCIABLES
IRCNC,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,CORP,2027-10-23,OBLIGACIONES NEGOCIABLES
IRCND,2,9500,99.6,100.75,3816,99.6,0.0,0.003,100.3,100.65,98.1,99.3,14948.39,14998,14,2025-05-14 16:00:00,CORP,2027-10-23,OBLIGACIONES NEGOCIABLES
IRCNO,2,500,111500.0,116480.0,2374,116500.0,0.0,0.0,116500.0,116500.0,116500.0,116500.0,11650.0,10,1,2025-05-14 12:22:00,CORP,2027-10-23,OBLIGACIONES NEGOCIABLES
IRCNX,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,CORP,2027-10-23,OBLIGACIONES NEGOCIABLES
IRCNY,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,CORP,2027-10-23,OBLIGACIONES NEGOCIABLES
IRCNZ,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,CORP,2027-10-23,OBLIGACIONES NEGOCIABLES
IRCOC,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,CORP,2029-10-23,OBLIGACIONES NEGOCIABLES
IRCOD,2,13447,102.15,102.5,500,102.15,0.0,0.0014000000000000002,102.0,102.8,102.0,102.0,147311.93,143659,64,2025-05-14 16:27:00,CORP,2029-10-23,OBLIGACIONES NEGOCIABLES
IRCOO,2,3716,115800.0,117190.0,8922,116400.0,0.0,0.012,113710.0,118100.0,113710.0,115010.0,73455335.8,62775,46,2025-05-14 16:23:00,CORP,2029-10-23,OBLIGACIONES NEGOCIABLES
IRCOX,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,CORP,2029-10-23,OBLIGACIONES NEGOCIABLES
IRCOY,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,CORP,2029-10-23,OBLIGACIONES NEGOCIABLES
IRCOZ,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,CORP,2029-10-23,OBLIGACIONES NEGOCIABLES
IRCPO,2,1780,114370.0,114640.0,50000,114640.0,0.0,0.004699999999999999,113900.0,117890.0,113000.0,114100.0,378161587.6,330035,357,2025-05-14 16:36:00,CORP,2035-03-31,OBLIGACIONES NEGOCIABLES
IRCPX,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,CORP,2035-03-31,OBLIGACIONES NEGOCIABLES
IRCPY,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,CORP,2035-03-31,OBLIGACIONES NEGOCIABLES
IRCPZ,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,CORP,2035-03-31,OBLIGACIONES NEGOCIABLES
IS1AC,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,CORP,2025-09-29,OBLIGACIONES NEGOCIABLES
IS1AD,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,CORP,2025-09-29,OBLIGACIONES NEGOCIABLES
IS1AP,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,CORP,2025-09-29,OBLIGACIONES NEGOCIABLES
IS1BC,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,CORP,2028-09-28,OBLIGACIONES NEGOCIABLES
IS1BD,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,CORP,2028-09-28,OBLIGACIONES NEGOCIABLES
IS1BP,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,CORP,2028-09-28,OBLIGACIONES NEGOCIABLES
IT1AC,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,CORP,2025-10-12,OBLIGACIONES NEGOCIABLES
IT1AP,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,CORP,2025-10-12,OBLIGACIONES NEGOCIABLES
IT1BC,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,CORP,2028-10-12,OBLIGACIONES NEGOCIABLES
IT1BP,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,CORP,2028-10-12,OBLIGACIONES NEGOCIABLES
JNC5C,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,CORP,2026-10-09,OBLIGACIONES NEGOCIABLES
JNC5D,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,99.8,0.0,0,0,,CORP,2026-10-09,OBLIGACIONES NEGOCIABLES
JNC5O,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,114686.421,0.0,0,0,,CORP,2026-10-09,OBLIGACIONES NEGOCIABLES
JTS1C,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,CORP,2026-04-25,OBLIGACIONES NEGOCIABLES
JTS1D,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,CORP,2026-04-25,OBLIGACIONES NEGOCIABLES
JTS1P,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,CORP,2026-04-25,OBLIGACIONES NEGOCIABLES
JU11P,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,CORP,2025-11-17,OBLIGACIONES NEGOCIABLES
JU1PC,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,CORP,2025-11-17,OBLIGACIONES NEGOCIABLES
JU1PD,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,CORP,2025-11-17,OBLIGACIONES NEGOCIABLES
KLS1C,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,CORP,2026-08-14,OBLIGACIONES NEGOCIABLES
KLS1D,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,CORP,2026-08-14,OBLIGACIONES NEGOCIABLES
KLS1P,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,CORP,2026-08-14,OBLIGACIONES NEGOCIABLES
KR1AD,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,CORP,2026-09-05,OBLIGACIONES NEGOCIABLES
KR1BC,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,CORP,2029-09-05,OBLIGACIONES NEGOCIABLES
KR1BP,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,CORP,2029-09-05,OBLIGACIONES NEGOCIABLES
KYS1C,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,CORP,2026-12-27,OBLIGACIONES NEGOCIABLES
KYS1D,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,CORP,2026-12-27,OBLIGACIONES NEGOCIABLES
KYS1P,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,CORP,2026-12-27,OBLIGACIONES NEGOCIABLES
LA21C,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,CORP,2026-12-10,OBLIGACIONES NEGOCIABLES
LA21D,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,CORP,2026-12-10,OBLIGACIONES NEGOCIABLES
LA21P,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,CORP,2026-12-10,OBLIGACIONES NEGOCIABLES
LA23C,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,CORP,2026-12-10,OBLIGACIONES NEGOCIABLES
LA23D,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,CORP,2026-12-10,OBLIGACIONES NEGOCIABLES
LA23P,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,CORP,2026-12-10,OBLIGACIONES NEGOCIABLES
LCS1C,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,CORP,2026-08-12,OBLIGACIONES NEGOCIABLES
LCS1D,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,CORP,2026-08-12,OBLIGACIONES NEGOCIABLES
LCS1P,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,CORP,2026-08-12,OBLIGACIONES NEGOCIABLES
LDCGC,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,CORP,2027-10-04,OBLIGACIONES NEGOCIABLES
LDCGD,2,100,92.1,93.0,770,93.0,0.0,-0.0605,96.0,96.5,93.0,98.99,5568.64,5901,25,2025-05-14 16:32:00,CORP,2027-10-04,OBLIGACIONES NEGOCIABLES
LDCGO,2,1000,86000.0,113900.0,260,0.0,0.0,0.0,0.0,0.0,0.0,114000.0,0.0,0,0,,CORP,2027-10-04,OBLIGACIONES NEGOCIABLES
LDCGX,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,CORP,2027-10-04,OBLIGACIONES NEGOCIABLES
LDCGY,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,CORP,2027-10-04,OBLIGACIONES NEGOCIABLES
LDCGZ,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,CORP,2027-10-04,OBLIGACIONES NEGOCIABLES
LEC3C,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,CORP,2027-08-28,OBLIGACIONES NEGOCIABLES
LEC3D,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,CORP,2027-08-28,OBLIGACIONES NEGOCIABLES
LEC3O,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,CORP,2027-08-28,OBLIGACIONES NEGOCIABLES
LEC3X,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,CORP,2027-08-28,OBLIGACIONES NEGOCIABLES
LEC3Y,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,CORP,2027-08-28,OBLIGACIONES NEGOCIABLES
LEC3Z,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,CORP,2027-08-28,OBLIGACIONES NEGOCIABLES
LEC7C,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,CORP,2027-08-28,OBLIGACIONES NEGOCIABLES
LEC7D,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,CORP,2027-08-28,OBLIGACIONES NEGOCIABLES
LEC7O,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,CORP,2027-08-28,OBLIGACIONES NEGOCIABLES
LEC7X,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,CORP,2027-08-28,OBLIGACIONES NEGOCIABLES
LEC7Y,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,CORP,2027-08-28,OBLIGACIONES NEGOCIABLES
LEC7Z,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,CORP,2027-08-28,OBLIGACIONES NEGOCIABLES
LEC9C,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,CORP,2026-02-13,OBLIGACIONES NEGOCIABLES
LEC9D,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,CORP,2026-02-13,OBLIGACIONES NEGOCIABLES
LEC9O,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,97530.8956,0.0,0,0,,CORP,2026-02-13,OBLIGACIONES NEGOCIABLES
LEC9X,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,45920.0,0.0,0,0,,CORP,2026-02-13,OBLIGACIONES NEGOCIABLES
LEC9Z,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,CORP,2026-02-13,OBLIGACIONES NEGOCIABLES
LECAC,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,65.29,0.0,0,0,,CORP,2025-09-21,OBLIGACIONES NEGOCIABLES
LECAD,2,25000,20.0,88.89,1000,0.0,0.0,0.0,0.0,0.0,0.0,81.4,0.0,0,0,,CORP,2025-09-21,OBLIGACIONES NEGOCIABLES
LECAO,2,512,39000.0,40000.0,101,40000.0,0.0,0.0178,39200.0,40005.0,33000.0,39300.0,21695232.0,59110,84,2025-05-14 16:30:00,CORP,2025-09-21,OBLIGACIONES NEGOCIABLES
LECAX,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,CORP,2025-09-21,OBLIGACIONES NEGOCIABLES
LECAY,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,CORP,2025-09-21,OBLIGACIONES NEGOCIABLES
LECAZ,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,CORP,2025-09-21,OBLIGACIONES NEGOCIABLES
LECBC,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,99.85,0.0,0,0,,CORP,2026-03-21,OBLIGACIONES NEGOCIABLES
LECBD,2,100,65.0,89.05,553,0.0,0.0,0.0,0.0,0.0,0.0,91.8,0.0,0,0,,CORP,2026-03-21,OBLIGACIONES NEGOCIABLES
LECBO,2,1,8200.0,98940.0,1311,0.0,0.0,0.0,0.0,0.0,0.0,102000.0,0.0,0,0,,CORP,2026-03-21,OBLIGACIONES NEGOCIABLES
LECBX,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,CORP,2026-03-21,OBLIGACIONES NEGOCIABLES
LECBY,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,CORP,2026-03-21,OBLIGACIONES NEGOCIABLES
LECBZ,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,CORP,2026-03-21,OBLIGACIONES NEGOCIABLES
LECDC,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,CORP,2026-02-14,OBLIGACIONES NEGOCIABLES
LECDD,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,68.5404,0.0,0,0,,CORP,2026-02-14,OBLIGACIONES NEGOCIABLES
LECDO,2,50,50000.0,90000.0,1450,0.0,0.0,0.0,0.0,0.0,0.0,91000.0,0.0,0,0,,CORP,2026-02-14,OBLIGACIONES NEGOCIABLES
LECDX,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,CORP,2026-02-14,OBLIGACIONES NEGOCIABLES
LECDY,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,CORP,2026-02-14,OBLIGACIONES NEGOCIABLES
LECDZ,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,CORP,2026-02-14,OBLIGACIONES NEGOCIABLES
LECEC,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,86.0105,0.0,0,0,,CORP,2026-08-14,OBLIGACIONES NEGOCIABLES
LECED,2,200,75.0,88.63,1300,0.0,0.0,0.0,0.0,0.0,0.0,90.89,0.0,0,0,,CORP,2026-08-14,OBLIGACIONES NEGOCIABLES
LECEO,2,0,0.0,93000.0,810,92200.0,0.0,0.0,92200.0,92200.0,92200.0,92200.0,92200.0,100,1,2025-05-14 11:09:00,CORP,2026-08-14,OBLIGACIONES NEGOCIABLES
LECEX,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,CORP,2026-08-14,OBLIGACIONES NEGOCIABLES
LECEY,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,CORP,2026-08-14,OBLIGACIONES NEGOCIABLES
LECEZ,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,CORP,2026-08-14,OBLIGACIONES NEGOCIABLES
LECGC,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,98.6607,0.0,0,0,,CORP,2027-08-30,OBLIGACIONES NEGOCIABLES
LECGD,2,100,36.101,38.0,203,36.3,0.0,-0.0447,38.0,38.0,36.011,38.0,2156.68,5768,26,2025-05-14 16:19:00,CORP,2027-08-30,OBLIGACIONES NEGOCIABLES
LECGO,2,256,41185.0,41200.0,238,41185.0,0.0,-0.0738,44460.0,45810.0,41050.0,44470.0,17744811.7,41602,110,2025-05-14 16:32:00,CORP,2027-08-30,OBLIGACIONES NEGOCIABLES
LECGX,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,CORP,2027-08-30,OBLIGACIONES NEGOCIABLES
LECGY,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,CORP,2027-08-30,OBLIGACIONES NEGOCIABLES
LECGZ,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,CORP,2027-08-30,OBLIGACIONES NEGOCIABLES
LECHC,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,CORP,2027-08-28,OBLIGACIONES NEGOCIABLES
LECHD,2,10,30.0,58.99,1000,32.01,0.0,-0.03,33.0,33.0,32.01,33.0,257.07,800,5,2025-05-14 14:53:00,CORP,2027-08-28,OBLIGACIONES NEGOCIABLES
LECHO,2,13123,38000.0,38500.0,500,38000.0,0.0,-0.006500000000000001,37500.0,38370.0,36500.0,38250.0,48611901.1,128583,123,2025-05-14 16:30:00,CORP,2027-08-28,OBLIGACIONES NEGOCIABLES
LECHX,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,CORP,2027-08-28,OBLIGACIONES NEGOCIABLES
LECHY,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,CORP,2027-08-28,OBLIGACIONES NEGOCIABLES
LECHZ,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,CORP,2027-08-28,OBLIGACIONES NEGOCIABLES
LECIC,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,CORP,2028-08-28,OBLIGACIONES NEGOCIABLES
LECID,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,CORP,2028-08-28,OBLIGACIONES NEGOCIABLES
LECIO,2,1000,33010.0,38000.0,2843,39000.0,0.0,-0.0223,41000.0,42000.0,39000.0,39890.0,107887.4,261,9,2025-05-14 15:14:00,CORP,2028-08-28,OBLIGACIONES NEGOCIABLES
LECIX,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,CORP,2028-08-28,OBLIGACIONES NEGOCIABLES
LECIY,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,CORP,2028-08-28,OBLIGACIONES NEGOCIABLES
LECIZ,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,CORP,2028-08-28,OBLIGACIONES NEGOCIABLES
LECJC,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,CORP,2027-08-30,OBLIGACIONES NEGOCIABLES
LECJD,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,CORP,2027-08-30,OBLIGACIONES NEGOCIABLES
LECJO,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,125000.0,0.0,0,0,,CORP,2027-08-30,OBLIGACIONES NEGOCIABLES
LECJX,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,CORP,2027-08-30,OBLIGACIONES NEGOCIABLES
LECJY,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,CORP,2027-08-30,OBLIGACIONES NEGOCIABLES
LECJZ,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,CORP,2027-08-30,OBLIGACIONES NEGOCIABLES
LECKC,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,CORP,2031-11-01,OBLIGACIONES NEGOCIABLES
LECKD,2,0,0.0,100.0,2266,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0,0,,CORP,2031-11-01,OBLIGACIONES NEGOCIABLES
LECKO,2,0,0.0,150000.0,1031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,CORP,2031-11-01,OBLIGACIONES NEGOCIABLES
LECKX,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,CORP,2031-11-01,OBLIGACIONES NEGOCIABLES
LECKY,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,CORP,2031-11-01,OBLIGACIONES NEGOCIABLES
LECKZ,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,CORP,2031-11-01,OBLIGACIONES NEGOCIABLES
