symbol,settlement,bid_size,bid,ask,ask_size,last,close,change,open,high,low,previous_close,turnover,volume,operations,datetime,group,expiration
S2J5Y,2,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.1,0.0,0,0,,GO,2025-06-30
S2J5Z,2,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.1179915,0.0,0,0,,GO,2025-06-30
S2N5C,2,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,GO,2025-11-28
S2N5D,2,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,GO,2025-11-28
S2N5X,2,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,106.225,0.0,0,0,,GO,2025-11-28
S2N5Y,2,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.082,0.0,0,0,,GO,2025-11-28
S2N5Z,2,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.076,0.0,0,0,,GO,2025-11-28
S2S5C,2,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.109,0.0,0,0,,GO,2025-09-30
S2S5D,2,1000000,0.125,0.129,16136573,0.129,0,0.032,0.129,0.129,0.129,0.125,4983.83,3863427,4,2025-05-14 16:32:00,GO,2025-09-30
S2S5X,2,0,0.0,0.0,0,143.601,0,0.0,0.0,143.601,143.601,143.36,964545653.1,671684496,1,2025-05-14 13:06:00,GO,2025-09-30
S2S5Y,2,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.113,0.0,0,0,,GO,2025-09-30
S2S5Z,2,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.109,0.0,0,0,,GO,2025-09-30
