symbol,settlement,bid_size,bid,ask,ask_size,last,close,change,open,high,low,previous_close,turnover,volume,operations,datetime,group,expiration
PM1CP,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,CORP,2026-09-06
PM1DP,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,CORP,2026-09-06
PM22P,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,CORP,2025-12-19
PM2CP,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,CORP,2026-03-06
PM2DP,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,CORP,2026-03-06
PM2PC,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,CORP,2025-12-19
PM2PD,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,CORP,2025-12-19
PM31P,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,CORP,2026-09-06
PM32P,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,CORP,2026-03-06
PN34C,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,CORP,2027-09-27
PN34D,2,4539,96.5,98.5,11136,98.5,0.0,0.0011,98.8,98.8,94.0,98.39,13976.9,14640,14,2025-05-14 15:36:00,CORP,2027-09-27
PN34O,2,2010,109100.0,113680.0,475,0.0,0.0,0.0,0.0,0.0,0.0,108110.0,0.0,0,0,,CORP,2027-09-27
PN34X,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,CORP,2027-09-27
PN34Y,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,CORP,2027-09-27
PN34Z,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,CORP,2027-09-27
PN35C,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0,0,,CORP,2029-09-27
PN35D,2,61725,100.5,100.6,24872,100.6,0.0,0.0019,101.0,101.0,100.4,100.4,535864.34,532746,97,2025-05-14 16:30:00,CORP,2029-09-27
PN35O,2,3498,114350.0,116000.0,15778,116000.0,0.0,0.0105,118050.0,118800.0,114400.0,114790.0,346466254.0,301702,87,2025-05-14 16:31:00,CORP,2029-09-27
PN35X,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,114918.75,0.0,0,0,,CORP,2029-09-27
PN35Y,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,CORP,2029-09-27
PN35Z,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,CORP,2029-09-27
PN36C,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,96.4458,0.0,0,0,,CORP,2031-11-13
PN36D,2,893,100.7,101.0,17563,101.0,0.0,-0.0014000000000000002,100.5,102.0,100.2,101.15,75753.7,75078,112,2025-05-14 15:59:00,CORP,2031-11-13
PN36O,2,872,114580.0,115400.0,5855,115490.0,0.0,0.0144,117000.0,117000.0,112500.0,113850.0,66019641.6,57786,65,2025-05-14 15:14:00,CORP,2031-11-13
PN36X,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,CORP,2031-11-13
PN36Y,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,CORP,2031-11-13
PN36Z,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,CORP,2031-11-13
PN37C,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,96.436,0.0,0,0,,CORP,2028-11-13
PN37D,2,202,98.6,99.0,966,99.0,0.0,0.024300000000000002,97.0,100.0,97.0,96.65,8978.26,9092,24,2025-05-14 16:30:00,CORP,2028-11-13
PN37O,2,1218,111800.0,113500.0,250,113600.0,0.0,0.0327,112000.0,113700.0,111800.0,110000.0,2662195.0,2362,16,2025-05-14 16:23:00,CORP,2028-11-13
PN37X,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,115420.0,0.0,0,0,,CORP,2028-11-13
PN37Y,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,CORP,2028-11-13
PN37Z,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,CORP,2028-11-13
PN38C,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,99.8,0.0,0,0,,CORP,2027-08-11
PN38D,2,1352,101.6,102.0,30526,101.1,0.0,0.0009,101.25,102.95,101.1,101.0,533505.75,526912,20,2025-05-14 16:23:00,CORP,2027-08-11
PN38O,2,1352,116280.0,116690.0,5665,114410.0,0.0,0.0029,114300.0,114410.0,114300.0,114070.0,4979028.6,4352,2,2025-05-14 14:23:00,CORP,2027-08-11
PN38X,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,120978.0,0.0,0,0,,CORP,2027-08-11
PN38Y,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,100.014,0.0,0,0,,CORP,2027-08-11
PN38Z,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,CORP,2027-08-11
PN39X,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,102.131,0.0,0,0,,CORP,2026-03-06
PN39Y,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,CORP,2026-03-06
PN39Z,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,CORP,2026-03-06
PN40C,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,CORP,2026-10-11
